author_name,author_description,followers,author_url,country,target_country,region,post_count,avg_sentiment,total_engagement,total_impressions,tribe,top_post
Geoff Banks,Leading gambling expert in multi platform gambling . Channel 4 Racing . GROWTH NOT WOKE! Whitelabel enquiries to chairman@geoffbanks.bet 🇵🇸,14543,http://twitter.com/geoffbanksbet/,United Kingdom,UK,TC2_EU,3,-1.6666666666666667,3,928,Tech/Digital,http://twitter.com/geoffbanksbet/status/1874929554995007696
Bobby Ore Motorsport,Bobby Ore Motorsports; the industry leader in #StuntDriving & #Tactical driver training. Please visit http://bobbyoremotorsports.com for more info. #Security,14533,http://twitter.com/OreBobby/,United States,US,TC1_NA,1,0.0,0,0,Tech/Digital,http://twitter.com/OreBobby/status/1770071785297568166
Pam Draper,"#MAGA #MAHA. Retired educator loving life. 🚫sales 🚫DM's, Happily married. Keto/Carnivore and lift weights...🏋🏋",14490,http://twitter.com/draperpam65/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/draperpam65/status/1939768509614936120
Bill Mann,"Fool. Chief Investment Strategist, Motley Fool Asset Management. Delusions of adequacy. North Carolinian. #LGRW #HWTL",14467,http://twitter.com/TMFOtter/,United States,US,TC1_NA,1,0.0,2,14,Business Traveler,http://twitter.com/TMFOtter/status/2008208233434124723
DailyDOOH #AdTECH #DOOH #AI,"Author, Broadcaster, Journalist, Event organiser, DailyDOOH editor-in-chief. #AdTECH #DOOH #InfoComm25 #AI #ISE2026",14293,http://twitter.com/DailyDOOH/,United Kingdom,UK,TC2_EU,1,0.0,1,51,Tech/Digital,http://twitter.com/DailyDOOH/status/1911100536452993051
Da Rosa 🔅,Jesus's Disciple ✝ *  Fulfilled Mum 🧒🏽* Happy HR 💼*  Forokh Thiaya Addict 🌯* Baileys Drinker 🍸*  🇨🇻🇧🇯🇸🇳  Insta & 👻 : imycarmy,14244,http://twitter.com/Jaune_Moutarde/,Canada,CA,TC1_NA,1,5.0,0,0,Tech/Digital,http://twitter.com/Jaune_Moutarde/status/1953427119435919475
Andrea,Critical Incident Management | Suicide Postvention | Expert in Psychosocial Triage | Author | Speaker | Lecturer | EUCVT #Hoopverlening Tweets Ned | Eng | Deu |,14219,http://twitter.com/Walrathis/,Germany,DE,TC2_EU,1,5.0,5,596,Creative,http://twitter.com/Walrathis/status/1979470733647434032
AinaZoB,"Môtīvãt'ñãl mëssàgés⭐👍, Thè Epīc Cêntër of Ãnïmåls, Hïstōry ånd Fâcts.  #catholic 💫",14202,http://twitter.com/ettaina2/,,Other,Unknown,1,0.0,4,35,Unclassified,http://twitter.com/ettaina2/status/1943924889666130356
Versatile Baldwin Bezos,I preach Personal excellence and Curiosity | Building @themandeapp @mycareerwheel @cordTreeHQ @thestudyfitapp,14096,http://twitter.com/jayanaman/,,Other,Unknown,1,0.0,1,414,Unclassified,http://twitter.com/jayanaman/status/1886037161578807733
HPD,LA📍I like to buy things early and then sell them when the price increases a lot | @toshibet,14090,http://twitter.com/harrypauldavies/,,Other,Unknown,2,-5.0,312,42427,Unclassified,http://twitter.com/harrypauldavies/status/1995650848446427365
🌴🌞🇺🇸 Florida Mama🇺🇸🌞🌴,#Trump2024  #MAGA  #FJB   🚫DM's,14053,http://twitter.com/nickberoxbe1989/,United States,US,TC1_NA,2,-5.0,1,2,Unclassified,http://twitter.com/nickberoxbe1989/status/2006134686733521355
Fact-O-Pedia,Facts and tourism🧠🚗🧳✈️🏖️                                DM FOR PROMOTIONS  #facts #travel #tourism #factopedia,14036,http://twitter.com/PediaFact/,,Other,Unknown,1,-5.0,3,183,Business Traveler,http://twitter.com/PediaFact/status/1931259204125515866
Charlotte,"Wenn Sie wissen wollen, wer Sie kontrolliert, schauen Sie sich an, wen Sie nicht kritisieren dürfen.“  Voltaire",14004,http://twitter.com/fraublondgut/,Germany,DE,TC2_EU,1,-5.0,8,228,Tech/Digital,http://twitter.com/fraublondgut/status/1954170056528568564
frances quinn,"Author of The Smallest Man and That Bonesetter Woman, agent @alicelutyens. Not the one who won GBBO but could knock up a  Victoria sandwich if pushed",13928,http://twitter.com/franquinn/,United Kingdom,UK,TC2_EU,1,-5.0,30,930,Business Traveler,http://twitter.com/franquinn/status/1874189970329813253
Matt Beebe,Best account you're not following #USAF #Veteran #TXLege #TX #NatSec #Cyber,13886,http://twitter.com/TheMattBeebe/,United States,US,TC1_NA,1,-5.0,2,54,Unclassified,http://twitter.com/TheMattBeebe/status/1842185802098597905
Morgan Stephens,"around the White House @business, poet, buy my collection TILT (Aldrich Press 2024), previously @cnn",13743,http://twitter.com/morganstephensa/,United States,US,TC1_NA,1,0.0,0,0,Business Traveler,http://twitter.com/morganstephensa/status/1801387675556909447
⚓️MaRiO⚓️,,13738,http://twitter.com/1SafetyLast/,,Other,Unknown,1,0.0,58,778,Unclassified,http://twitter.com/1SafetyLast/status/1923091452608856414
Kyle Potter,"Editor of @ThriftyTraveler, helping you see the world for cheap. Proud @AP, @inforum & @mndailynews alum. Bad jokes. No, like really bad.",13730,http://twitter.com/kpottermn/,United States,US,TC1_NA,4,-1.25,18,4490,Travel Enthusiast,http://twitter.com/kpottermn/status/2006920157076353533
CyberTech LTD,Satire Cryptocunt. Would sell an organ & ape a utility with the promise of marketing & no TG. Hate the grey and green stripes. Love red white & blue. SNP are 💩,13662,http://twitter.com/CyberTech999/,,Other,Unknown,1,-5.0,0,0,Travel Enthusiast,http://twitter.com/CyberTech999/status/1940829703629312111
𝓔𝓵 𝓟𝓪𝓽𝓻ó𝓷,Tr𝐢𝐥𝐢𝐧𝐠𝐮𝐚𝐥 • 𝐃𝐞𝐬𝐢𝐠𝐧 + 𝐂𝐨𝐧𝐬𝐭𝐫𝐮𝐜𝐭𝐢𝐨𝐧 • 𝐂𝐫𝐲𝐩𝐭𝐨 + 𝐒𝐭𝐨𝐜𝐤 𝐎𝐩𝐭𝐢𝐨𝐧𝐬,13622,http://twitter.com/ZBankEnt/,United States,US,TC1_NA,1,-5.0,5,939,Unclassified,http://twitter.com/ZBankEnt/status/1976340122468823174
Quest #AntiWar Fanning,"""I was so much older then,I'm younger than that now"" #ChristIsKing HUSBAND&Dad🚫DM #Homeschooling #Travel✈️ #Liberty📽🍻🍽️ MSCS:nyuPoly BSIT:@SFCNY @XavierHS",13544,http://twitter.com/QuestFanning/,,Other,Unknown,1,0.0,1,24,Travel Enthusiast,http://twitter.com/QuestFanning/status/1916135619723681991
Bob Mackin,"News, sports, business and politics journalist. Red Mittens & Red Ink: The Vancouver Olympics author. Also reporting via @theBreakerNews",13431,http://twitter.com/bobmackin/,Canada,CA,TC1_NA,1,0.0,56,3839,Business Traveler,http://twitter.com/bobmackin/status/1870140645949747449
Fred Scharmen,"Architecture, Urban Design, Space Science, Science Fiction | @BrickMoonSpace | Teaching: @morgansap | Space Forces, from @VersoBooks | he/him | opinions own",13360,http://twitter.com/sevensixfive/,United States,US,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/sevensixfive/status/1782429805356482607
frank,dabbler,13212,http://twitter.com/solvingfrank/,,Other,Unknown,1,0.0,15,1621,Unclassified,http://twitter.com/solvingfrank/status/1931364889492082732
JayUSA,USAF Vet 21 yrs F-15 Crew Chief MAGA Pureblood I do ALL my own stunts! Spreading misspelled words all over X is my main job! America First! 🇺🇸🫡🇺🇸🫡,13111,http://twitter.com/JayUSA102/,United States,US,TC1_NA,1,0.0,1,6,Tech/Digital,http://twitter.com/JayUSA102/status/2001678255443640708
🌵 RC 🌵,Navy Veteran🇺🇸 Nostalgia Professional  🎶Would you know my name If I saw you in heaven?🎶  Rest in Peace Chloe Louise 5.22.24💔,13055,http://twitter.com/DesertHemi556/,United States,US,TC1_NA,1,5.0,1,5,Business Traveler,http://twitter.com/DesertHemi556/status/1960840722913091973
Stathole,Sports Humor Blogger for @barstoolsports   Secret stat spy for @PardonMyTake  RIP: https://t.co/N381bZdCrH  blog page 👇,13017,http://twitter.com/Statholesports/,United States,US,TC1_NA,1,-5.0,10,4816,Creative,http://twitter.com/Statholesports/status/1827032722470268935
snowbird,League of Legends | Video Editor | Streamer | VA | Soap Maker | #CLGWIN #NRGWIN #LCS,13012,http://twitter.com/snowbirdtbh/,,Other,Unknown,1,-5.0,16,593,Unclassified,http://twitter.com/snowbirdtbh/status/1831784721753502076
puff mammy,feliciathegoat. trapped in the 90's. travel and music lover.,12811,http://twitter.com/PostByOb/,France,FR,TC2_EU,1,0.0,10,389,Travel Enthusiast,http://twitter.com/PostByOb/status/1820878956918124908
J Lawrence,,12686,http://twitter.com/Lucas_Ranch/,Canada,CA,TC1_NA,1,0.0,5,39,Unclassified,http://twitter.com/Lucas_Ranch/status/1870211377270534438
Dame Jayla Peperempe,A Livsnjutare,12652,http://twitter.com/Miss_Jayla/,,Other,Unknown,1,0.0,7,412,Unclassified,http://twitter.com/Miss_Jayla/status/1826176337146507314
thomas woelfer,In meiner Freizeit kratze ich schwer verständliche Prosa in die Rückseiten von Schokoladentafeln.,12650,http://twitter.com/t_woelfer/,Germany,DE,TC2_EU,1,-5.0,2,2,Tech/Digital,http://twitter.com/t_woelfer/status/1850644388202111253
WYCLIF kagina,Mk2026 mission,12604,http://twitter.com/NabaasaWyclif1/,,Other,Unknown,1,0.0,2,27,Unclassified,http://twitter.com/NabaasaWyclif1/status/1859918654315671692
Dimitri Nabokoff,"Tägliche Diskussionen über #Putin, #Russland und den Krieg 👇",12575,http://twitter.com/DimitriNabokoff/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/DimitriNabokoff/status/1844416455632404648
Osas  𓃵,Chartered Accountant || Auditor || Tax Consultant || Data Analyst || Ex-Banker || Chef || 6’5 #TwitterSpaceDJ ♋️ if u like take my tweet serious Na u sabi 🚫DMs,12529,http://twitter.com/Osaveen/,,Other,Unknown,1,-5.0,0,0,Business Traveler,http://twitter.com/Osaveen/status/2001712818488254728
AzVette98,"Constitutional Conserative. ULTRA MAGA, Christian. Trump Won. Pureblood, Unmasked. We MUST Stand for AMERICA to Preserve Our Way of Life . 🇺🇸👍",12521,http://twitter.com/AVette98/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/AVette98/status/1898228852524302549
🔻,Curious | Critical | Candid | Economist | Naipaulian Savarkarite | @eu_eeas 🇪🇺🇫🇷🇩🇪,12488,http://twitter.com/macroschema/,France,FR,TC2_EU,1,5.0,1,3,Tech/Digital,http://twitter.com/macroschema/status/1976391436141723979
Rakesh Agrawal,Looking for product leadership opportunities. 0-1 product leadership.,12465,http://twitter.com/rakeshlobster/,,Other,Unknown,1,-5.0,0,22,Tech/Digital,http://twitter.com/rakeshlobster/status/1780628944003142070
Sharon K. Gilbert,"Author of The Redwing Saga, co-host and science reporter at SkyWatchTV & GHTV.",12385,http://twitter.com/sharonkgilbert/,United States,US,TC1_NA,1,-5.0,11,267,Creative,http://twitter.com/sharonkgilbert/status/1898360208985923803
Turningleftforless,"Blog on how to travel in luxury for less. News on offers, loyalty schemes + reviews of travel. @forbes contributor. #luxurytravel #avios",12251,http://twitter.com/turningleftfor/,United Kingdom,UK,TC2_EU,4,0.0,23,6764,Travel Enthusiast,http://twitter.com/turningleftfor/status/1763453409980809651
Tim Skellett,"Me: interests: #scicomm, books, gardening, philosophy, science journalism, photography, #nature, #travel, #DiscWorld, and so on.",12244,http://twitter.com/Gurdur/,Germany,DE,TC2_EU,1,-5.0,7,282,Travel Enthusiast,http://twitter.com/Gurdur/status/1953985496117653614
🇺🇦 JonNYC 🇺🇦,y,12209,http://twitter.com/xJonNYC/,United States,US,TC1_NA,3,5.0,0,2693,Unclassified,http://twitter.com/xJonNYC/status/1786404912433168557
Ed A,Lover of music & vinyl. Fan of all 4 Detroit sports teams! + 〽️ Go Blue! 💙 Blue Crew 💙 🍕No DMs - No Bitcoin- No Maga!,12176,http://twitter.com/musicmaned/,United States,US,TC1_NA,1,5.0,34,1850,Tech/Digital,http://twitter.com/musicmaned/status/1781781344671949291
Albertor,FULLTIME WEB3 CEO - @PlaymakerDAO   Hunter/CM |@LunaLabsVC |@insiders_xyz | @AdrasteaFinance | @solayer_labs,12103,http://twitter.com/SolAlbertor/,,Other,Unknown,1,-5.0,0,0,Business Traveler,http://twitter.com/SolAlbertor/status/2001840424500310141
𝑫𝒆𝒑𝒂𝒓𝒕𝒎𝒆𝒏𝒕 Ọ𝒇 𝑪𝒐𝒎𝒎𝒐𝒏 𝑺𝒆𝒏𝒔𝒆,dropped sum crumbs this weekend. crumbs make bread. + red pills for family and friends.,12054,http://twitter.com/meetcommonsense/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/meetcommonsense/status/1949621453411754105
Helaman Aragon,Real Estate,12053,http://twitter.com/sany_one_usa/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/sany_one_usa/status/1813122191921455419
NatMac,🍀🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🌎 All views my own. 412.,12021,http://twitter.com/NnatMmac/,United Kingdom,UK,TC2_EU,1,5.0,0,2,Unclassified,http://twitter.com/NnatMmac/status/1771591466302717954
Vintage Tw!tter Honey,"I’m dope AF everyday. I shoot the shit. Dassit. I ain’t gone argue with you. This is a very unserious account. Pronouns: The, She, It.",11981,http://twitter.com/lllebzlll/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital,http://twitter.com/lllebzlll/status/1773256091360534748
🇺🇸JV🇺🇸,"My Body Is Under Construction, I Am the Architect Of My Own Destiny Fitness, Intelligence, Moral Values, Conservative 🏋🏽🥊🇺🇸 🦾 🇺🇸 Trump 2024",11910,http://twitter.com/JRV_503/,United States,US,TC1_NA,1,0.0,2,16,Unclassified,http://twitter.com/JRV_503/status/1915046432433676529
Nancy Crouse,"Taurus, May 10/56 Retired and PTSD/C-PTSD Advocate🇨🇦🏳️‍🌈🐶🐶🇺🇳",11800,http://twitter.com/Nancy_Crouse/,United States,US,TC1_NA,1,-5.0,1,3,Unclassified,http://twitter.com/Nancy_Crouse/status/1808898697666965610
Philip Peake,"🇬🇧 🇫🇷  🇺🇸 Spent too much time working, and not enough doing what is important in life.  🚫DM 🚫Instagram 🚫Telegram",11742,http://twitter.com/PhilipPeake/,United States,US,TC1_NA,1,-5.0,1,1,Unclassified,http://twitter.com/PhilipPeake/status/1905798812704313511
Historyland,"Welcome to History Land, everything and anything history related resides here!",11718,http://twitter.com/HistorylandHQ/,,Other,Unknown,1,0.0,38,471,Unclassified,http://twitter.com/HistorylandHQ/status/1920516951232684248
PoliceStationRep,Shoes obsessed. WOMAN. http://Vegetarian.Socialist.Feminist. Buy me a coffee on https://t.co/6IKo5qBWjS. https://t.co/EzfHs6YRPq,11714,http://twitter.com/thesecretbrief/,,Other,Unknown,1,-5.0,9,2131,Unclassified,http://twitter.com/thesecretbrief/status/1995710882072940571
Marlon East Of The Pecos,It's lonely at the top of bottom.I got nothing All racing all the time. Constitutional Conservative 🇺🇲🇨🇱🇺🇲 $Marlonator🚫 No DM's,11667,http://twitter.com/Darksideleader2/,United States,US,TC1_NA,2,0.0,0,6,Unclassified,http://twitter.com/Darksideleader2/status/1940018137820180560
tamara,“The only valid censorship of ideas is the right of people not to listen.”  ~Tommy Smothers https://t.co/JKqyt7RBi1,11585,http://twitter.com/Tamaralynn212/,,Other,Unknown,1,5.0,0,0,Unclassified,http://twitter.com/Tamaralynn212/status/1909527650189684756
Karim is reading Germinal,"Jersey boy. Coder. Part of the 99%. Long suffering @Mets, @newyorkredbulls & @nyknicks fan. Med school hopeful. Chaotic good. Early American history.",11546,http://twitter.com/shift_in2_turbo/,,Other,Unknown,1,-5.0,1,6,Tech/Digital,http://twitter.com/shift_in2_turbo/status/1878623428485280170
Yuriy Andriyashchuk🇺🇦,"Ukrainian & from Atlanta. Loves God, music & ATL Falcons, Hawks, Braves, Dream, & United. Music Reporter at @HipHopVibe1. @UNLV ‘17 alum. Artist management.",11538,http://twitter.com/YuriyATL/,United States,US,TC1_NA,1,5.0,1,129,Tech/Digital,http://twitter.com/YuriyATL/status/1999539478885548156
Mark Parshall @markparshall,Amazon Outlet Overstock Deals Sales https://t.co/SvhsgucPB5 Dried Fruits & Nuts https://t.co/UwmjUVvnS4  As an Amazon Associate I earn from qualifying purchases,11523,http://twitter.com/MarkParshall/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/MarkParshall/status/1960314121070793065
Ultra MAGA Teebaby,Trump is still my President!! I love my country!! Happily married!! Plz No DM and I block all TwatWaffles 😆  TRUMP/VANCE #MAGA2024 #IFBAP,11515,http://twitter.com/Teebaby19588204/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/Teebaby19588204/status/2006183071800803520
michael GOULD (@mgould on bsky.social),I mostly use bloo sky now.  #travel #mountainbike #internationalDev #GIS #Spain #sarcasm,11467,http://twitter.com/0mgould/,,Other,Unknown,1,5.0,1,132,Travel Enthusiast,http://twitter.com/0mgould/status/1975540395250753969
Beverly A. Pekala,"Illinois attorney, arbitrator, Chicago gal, author of Don't Settle For Less, dog mom, chocoholic, coffeeholic. (Tweets≠not legal advice RT≠not endorsement)",11414,http://twitter.com/PekalaLaw/,United States,US,TC1_NA,1,0.0,0,599,Business Traveler,http://twitter.com/PekalaLaw/status/1801408056418238635
Ken Ken🇺🇸🇨🇴,"⚾is life, Ken doll at night...... H-town raised me, East Coast now MiLB 6'4 Lefty TTU alumni MLB bound Also I take Karaoke wayyy to serious",11399,http://twitter.com/kenogreen/,,Other,Unknown,1,-5.0,0,0,Tech/Digital,http://twitter.com/kenogreen/status/1826709720423625039
Made in Canada,No DM's please  DC4L,11318,http://twitter.com/Skitchy1001/,Canada,CA,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/Skitchy1001/status/1988745189134123037
⚜️Bernard Fourage ⚜️,"⚜️Nantes #patriote.Suivi par Guillaume Bigot, Jean Messiha, Christine Kelly, Matthias Inbar (I24NEWS) Philippe David (Sud Radio-CNews), Damien Rieu…",11283,http://twitter.com/FourageBernard/,France,FR,TC2_EU,1,0.0,0,0,Unclassified,http://twitter.com/FourageBernard/status/1994434272875172274
Governor Dill,Gov. of East Kansas. Over 25 yrs as Investments/Economics professional. Followed by a GoldenDoodle. Native Texan. Pronouns: Master/Commander 🏊‍♂️🚴‍♂️🏃‍♂️,11275,http://twitter.com/TheGreenOldDill/,France,FR,TC2_EU,1,-5.0,4,62,Business Traveler,http://twitter.com/TheGreenOldDill/status/1812961955919110194
JC Christopher,"U.S. Marine veteran (1988-1996, Gulf War, East Africa), retired partner at KPMG, '24 Tesla M3 LRAWD owner & FSD supervisor (v14.2.1 on Ai4), I love Tesla!",11247,http://twitter.com/JCChristopher/,,Other,Unknown,1,-5.0,123,5922,Tech/Digital,http://twitter.com/JCChristopher/status/2007200634324345318
David,"Random musings on travel and CrossFit, and other stuff",11233,http://twitter.com/gingertrvlguru/,United Kingdom,UK,TC2_EU,2,-2.5,15,1634,Travel Enthusiast,http://twitter.com/gingertrvlguru/status/1874156942194860314
Ralph M'Vore,"Entrepreneur, Artist & Free Thinker. Expand Your Heart, Love yourself & Love the Hell out of People!😍#BlackLivesMatter #TransLivesMatter #Newburgh",11208,http://twitter.com/ralphmvore/,United States,US,TC1_NA,1,-5.0,1,77,Business Traveler,http://twitter.com/ralphmvore/status/1826673187436032182
Kotylak,"Western Canadian Grain Farmer, 25 years worked for AG Canada as a farm financial consultant retired. Work on our little acreage in East Sask  Floridian 1/3 time",11207,http://twitter.com/Kotyjo/,United States,US,TC1_NA,1,-5.0,12,1415,Business Traveler,http://twitter.com/Kotyjo/status/1860817910891155820
Effet y'Ingwano,why all this hate? haven't we sufferered enough?  🇧🇮🇷🇼 on est condamné à vivre ensemble,11176,http://twitter.com/UmunyakaramaM/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/UmunyakaramaM/status/2009602798267326797
Robert D. Atkinson,"President, Information Technology & Innovation Foundation (@ITIFdc), world's top-ranked tech policy think tank. Proud Hamiltonian, Schumpeterian, & anti-Luddite",11153,http://twitter.com/RobAtkinsonITIF/,United States,US,TC1_NA,1,-5.0,5,375,Travel Enthusiast,http://twitter.com/RobAtkinsonITIF/status/1897673407115767974
Nadeem Ansari FCIM F IDM,"Digital Marketer, Fellow @TheIDM,  Fellow CIM, @CambridgeJBS Alum, Ex Merchant Navy Capt, Founder Multi Award-Winning Agency @DoLocalDigital #SEO #PPC",11148,http://twitter.com/nadeemansary/,United Kingdom,UK,TC2_EU,5,-1.0,0,0,Business Traveler,http://twitter.com/nadeemansary/status/1780163509625463202
Benjamin,Christ centred trading | code BEN 80% off Apex Evals | FREE Discord | FREE Daily Livestreams on Youtube and Tiktok,11108,http://twitter.com/Benjamin_SMC/,Canada,CA,TC1_NA,1,5.0,38,5486,Tech/Digital,http://twitter.com/Benjamin_SMC/status/2011894054704070827
The Happy MC,"• Award-winning Events MC🎤 (Corporate, Weddings, Social) • Real Estate Broker 🏠🏢 • Gentleman 💯 • Manchester Utd fan 🔴⚫️ • Happiness is my way of life",11031,http://twitter.com/Eddy_Acquah/,,Other,Unknown,1,5.0,3,589,Business Traveler,http://twitter.com/Eddy_Acquah/status/1851612416200577276
A Phizer A,"Director of Content @ https://t.co/8GUE5FQCCb & https://t.co/Yqju9S7hcO, Writer-for-Hire, Sneaker Sultan, Author: The Wu-Tang Clan and RZA https://t.co/urj3OiYOh0",10995,http://twitter.com/Aqua174/,,Other,Unknown,1,-5.0,5,238,Business Traveler,http://twitter.com/Aqua174/status/1826654882176401786
Simon Oxenham,Brit in Poland. Building and marketing AI apps.,10991,http://twitter.com/simoxenham/,,Other,Unknown,1,0.0,1,21,Tech/Digital,http://twitter.com/simoxenham/status/2007278928076157374
Steve May,"Writer & Editor. Creator of Home Cinema Choice, Editor The Luxe Review, writes for Trusted Reviews, Inside CI, StereoNET, T3, Boat Int, Louder- Former blue tick",10936,http://twitter.com/SteveMay_UK/,United Kingdom,UK,TC2_EU,1,5.0,0,0,Creative,http://twitter.com/SteveMay_UK/status/1871514772656762946
Henker-Satire - Das Original,"Frieden und Glück. Satire ist ausdrücklich beabsichtigt.  ""Difficile est satiram non scribere.""",10839,http://twitter.com/HenkerSatire/,,Other,Unknown,10,-5.0,1042,28883,Unclassified,http://twitter.com/HenkerSatire/status/1890305864889680014
🦂WholesomelySavage 🪷,40+ Club…Lotus 🪷 😌 ♏️ ♍️ ♊️,10783,http://twitter.com/thesavagempress/,,Other,Unknown,1,-5.0,5,289,Unclassified,http://twitter.com/thesavagempress/status/1826747696415437284
pulpo404,"Digitaler Oktopode. Imperator von Pulponien, dem virtuellen Unterwasserland. Lux in tenebris. Meine Posts sind durchaus ernst gemeint. Keine Listen.",10760,http://twitter.com/pulpo404/,,Other,Unknown,2,-5.0,1128,88998,Tech/Digital,http://twitter.com/pulpo404/status/1976995967888244948
SRB LABS 🧪🐻,Multichain DeFi NFT ecosystem $RARE • $HYPE • $FEDUP • $BATES #MultiversX #Solana #Sui  📡 https://t.co/EhWTsnI2XW,10757,http://twitter.com/SuperRare_Bears/,United States,US,TC1_NA,1,0.0,9,122,Tech/Digital,http://twitter.com/SuperRare_Bears/status/2012424406996250733
Teejay 2🌽🌽🌽🌽,Teejay2,10723,http://twitter.com/tajudine2013gm2/,,Other,Unknown,1,0.0,0,0,Unclassified,http://twitter.com/tajudine2013gm2/status/1828733488800915531
History Facts,Daily facts about the fascinating world of history 🕰️,10677,http://twitter.com/UnfadingWisdom/,,Other,Unknown,1,0.0,42,511,Travel Enthusiast,http://twitter.com/UnfadingWisdom/status/1834673285889736890
iRdeb,"escapee from California and loving living free, life and God!",10585,http://twitter.com/irdebbi/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/irdebbi/status/2002156638766285270
🐼 Mulan Habibii aka Banana girl,5’2 Pastry Chef| @BBrepublicng | Freelance Researcher; Copy writer ✍🏽,10575,http://twitter.com/stephanieindis1/,,Other,Unknown,1,0.0,0,42,Creative,http://twitter.com/stephanieindis1/status/1801671556114092176
Drew,"‼️Threads are in my highlights‼️Real Estate Banker. I also talk cars, sports, tech, and just about everything else. LINK BELOW FOR ALL MY SITES",10570,http://twitter.com/aKellyBrand/,United States,US,TC1_NA,4,-3.75,1,17,Business Traveler,http://twitter.com/DemDrew16/status/1939860867740573799
GeronimoBPM 🟦 🟧,***OPINIONS ARE MY OWN*** Find me now on  t.h.r.e.a.d.s or 3lue sky.,10529,http://twitter.com/GeronimoBPM/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/GeronimoBPM/status/1923600939874750699
Talks_Energy,Learning to use X and how to exist in the Xitter-verse.  All me comments are yet to be proven facts 👀.,10468,http://twitter.com/talks_energy/,Canada,CA,TC1_NA,1,-5.0,5,1778,Unclassified,http://twitter.com/talks_energy/status/2008725282644259129
A.A Is OK,"Happily Married, Father of Twin Boys, Teacher, Traveller, Sun Worshipper. Left Leaning Progressive🌹Ally🌈(BLM) Ideas and tweets are all mine. Need a coffee...",10300,http://twitter.com/teach_n_travel/,Canada,CA,TC1_NA,1,-5.0,0,0,Travel Enthusiast,http://twitter.com/teach_n_travel/status/1864440323906174989
John BLACKSAD,I was born at night but not last night,10280,http://twitter.com/johnnyblacksad/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/johnnyblacksad/status/2001722690349232231
OLA Dollars 🇳🇬🇬🇧,Wealth Manager | Good Governance Advocate | 💼💰🏌🏼‍♀️🎙️Psalm 1 🙏 Building @AvantCorp @NDIUKCommunity,10277,http://twitter.com/D_CE0_/,United Kingdom,UK,TC2_EU,1,0.0,6,173,Business Traveler,http://twitter.com/D_CE0_/status/1873677114190508033
Brandon Wurz,"Ugly building lover, Business owner, Dad x4.5, Husband x1, Former Army Guy",10246,http://twitter.com/excel_ranger/,,Other,Unknown,1,0.0,1,157,Business Traveler,http://twitter.com/excel_ranger/status/2009437774600978528
🅺🆁🅸🆂🆂🅰 🅺🆁🅰🆈,"° too weird to live, too rare to die ° your favorite minarchist ° certified mustache appreciator - GLP1 Advocate",10227,http://twitter.com/kriissaa_krae/,United States,US,TC1_NA,1,-5.0,3,191,Unclassified,http://twitter.com/kriissaa_krae/status/1923403067619176823
Steven Vines,"Natural Gas Distribution mechanic. US Navy 72-76, USS Independence CV-62 Disney Natural Gas Utility. Republican #KAG Married 1976",10162,http://twitter.com/gascat2002/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/gascat2002/status/2001801912128053602
Julien Benda,Recidivist thought crime offender.  Anti imperialist. Pro the people. Anti BS,10146,http://twitter.com/canthavepudding/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/canthavepudding/status/1813248540585652286
John Wilding,Singer / Songwriter - https://t.co/e93Vsk1M63 https://t.co/DJ2FN9D2P9 Instagram -John.wilding,10143,http://twitter.com/Johnwilding/,United Kingdom,UK,TC2_EU,1,-5.0,2,58,Creative,http://twitter.com/Johnwilding/status/1864631579995238772
jedicath աǟզǟʀ.ǟɦʍɛɖ,To Learn & Educate | alum IM CV & #IC @BrighamWomens @bidmc |MS @HarvardChanSPH tweets=own opinion,10109,http://twitter.com/jedicath/,,Other,Unknown,1,0.0,1,611,Unclassified,http://twitter.com/jedicath/status/2009516038052835328
Saad,"Astrophysicist  , FAA Airman, EASA ATPL (A), AGI Instructor, Type Rated Examiner B737NG/Max, Previously Type Rated on G550, A320,  Flight Safety Expert",10091,http://twitter.com/AirlinePilotmax/,United States,US,TC1_NA,1,-5.0,7,346,Business Traveler,http://twitter.com/AirlinePilotmax/status/1998301920369553408
